iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.179015777875,0.187068313769,0.183662585061,0.631418624891,0.615652173913,0.623087621697,0.0364050056883,0.0264317180617,0.0557491289199,1.2380153
10,0.179422803288,0.187773399555,0.184359876375,0.629677980853,0.612173913043,0.618915159944,0.038418079096,0.0262008733624,0.0551724137931,13.40193519
20,0.180214897503,0.189050160884,0.184751776596,0.630113141862,0.610434782609,0.618915159944,0.0362811791383,0.0260869565217,0.0551724137931,25.677642199
30,0.180206815738,0.187755625466,0.18393730525,0.629677980853,0.612173913043,0.621696801113,0.0362400906002,0.0262008733624,0.0555555555556,37.031920431
40,0.180283290859,0.187716404867,0.18416194512,0.629242819843,0.615652173913,0.620305980529,0.0361990950226,0.0264317180617,0.0553633217993,48.49451605
50,0.179292545344,0.186368930557,0.183138980592,0.630983463882,0.617391304348,0.620305980529,0.0363636363636,0.0265486725664,0.0553633217993,62.18079658
60,0.176958450905,0.183986468339,0.179432764344,0.636640557006,0.620869565217,0.632823365786,0.0369088811995,0.0267857142857,0.0571428571429,81.769244862
70,0.177100788722,0.184313996255,0.179796180014,0.636640557006,0.619130434783,0.632823365786,0.0369088811995,0.0266666666667,0.0571428571429,101.483653965
80,0.177018713489,0.18427582963,0.180696130977,0.635770234987,0.622608695652,0.627260083449,0.0368239355581,0.0269058295964,0.056338028169,121.200006969
90,0.176330047556,0.183184028759,0.180290539346,0.635335073977,0.627826086957,0.628650904033,0.0345622119816,0.0272727272727,0.0565371024735,140.918049095
100,0.176289664129,0.183410771828,0.180639605291,0.635770234987,0.624347826087,0.627260083449,0.0346020761246,0.027027027027,0.056338028169,160.689062926
110,0.177211940412,0.18465413045,0.181327811386,0.634029590949,0.624347826087,0.625869262865,0.0344431687715,0.027027027027,0.0561403508772,180.356119645
120,0.17737757959,0.1856542323,0.181360062673,0.635335073977,0.619130434783,0.625869262865,0.0345622119816,0.0266666666667,0.0561403508772,200.169154549
130,0.177937614392,0.186142238415,0.181601408975,0.63315926893,0.617391304348,0.625869262865,0.0343642611684,0.0265486725664,0.0561403508772,211.572820765
140,0.177650650951,0.185874586857,0.181170709239,0.633594429939,0.617391304348,0.624478442281,0.0344036697248,0.0265486725664,0.0559440559441,222.857607837
150,0.17785618615,0.186569709064,0.180143868028,0.63272410792,0.613913043478,0.627260083449,0.0343249427918,0.0263157894737,0.056338028169,234.218180618
160,0.177372537069,0.185799307565,0.179344536328,0.634464751958,0.617391304348,0.630041724618,0.0344827586207,0.0265486725664,0.0567375886525,245.614804564
170,0.177534686205,0.186253290356,0.179692183096,0.634464751958,0.613913043478,0.630041724618,0.0344827586207,0.0263157894737,0.0567375886525,256.866744066
180,0.177732443636,0.186044791938,0.179664369751,0.631418624891,0.613913043478,0.627260083449,0.0342075256556,0.0263157894737,0.056338028169,268.043250262
190,0.16976536943,0.180726088514,0.171602114729,0.648825065274,0.627826086957,0.65090403338,0.0335329341317,0.0272727272727,0.0528301886792,279.425489389
200,0.169297406653,0.179865555391,0.170616062841,0.651436031332,0.629565217391,0.652294853964,0.0361010830325,0.027397260274,0.0530303030303,290.645031574
210,0.169813402712,0.180582034353,0.171523136014,0.651000870322,0.631304347826,0.648122392211,0.0360576923077,0.0275229357798,0.0524344569288,301.785452967
220,0.16892576584,0.179445824423,0.170376428528,0.65274151436,0.633043478261,0.648122392211,0.036231884058,0.0276497695853,0.0524344569288,313.156217645
230,0.1678994801,0.17831299262,0.168233518824,0.653611836379,0.633043478261,0.653685674548,0.0363196125908,0.0276497695853,0.0532319391635,332.827386344
240,0.167904571887,0.178419456421,0.168368380269,0.65317667537,0.634782608696,0.653685674548,0.0362756952842,0.0277777777778,0.0532319391635,352.533843398
250,0.167258103684,0.177391280252,0.166795354938,0.654482158399,0.634782608696,0.6578581363,0.0364077669903,0.0277777777778,0.0538461538462,372.362728068
260,0.166931217661,0.176887071614,0.166134557971,0.656222802437,0.634782608696,0.655076495132,0.0365853658537,0.0277777777778,0.0534351145038,392.557831416
270,0.164902815369,0.174588436576,0.164167830597,0.660574412533,0.638260869565,0.662030598053,0.037037037037,0.0280373831776,0.0544747081712,412.671287077
280,0.16514696984,0.174519489616,0.164088269145,0.660574412533,0.64,0.663421418637,0.037037037037,0.0281690140845,0.0546875,432.505274148
290,0.165351786239,0.173763991139,0.164042777919,0.657528285466,0.64,0.662030598053,0.0367197062424,0.0281690140845,0.0544747081712,452.442950889
300,0.165100090455,0.173542477731,0.16401973323,0.660574412533,0.64,0.664812239221,0.037037037037,0.0281690140845,0.0549019607843,466.003682701
310,0.163959813578,0.172418800907,0.163339651901,0.661444734552,0.645217391304,0.662030598053,0.0347394540943,0.0285714285714,0.0544747081712,477.372340509
